idx,db_id,question,gold_query,generated_raw,extracted_sql,score,reason
775,world_1,Which African countries have a smaller population than that of any country in Asia?,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT min(population) FROM country WHERE Continent  =  ""Asia"")","SELECT name FROM country WHERE continent  =  ""Africa"" AND population  <  ( SELECT min(population) FROM country WHERE continent  =  ""Asia"" )","SELECT name FROM country WHERE continent  =  ""Africa"" AND population  <  ( SELECT min(population) FROM country WHERE continent  =  ""Asia"" )",1.0,Resultados idênticos (ordered=False).
776,world_1,Which Asian countries have a population that is larger than any country in Africa?,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT max(population) FROM country WHERE Continent  =  ""Africa"")","SELECT name FROM country WHERE continent  =  ""Asia"" AND population  >  ( SELECT max(population) FROM country WHERE continent  =  ""Africa"" )","SELECT name FROM country WHERE continent  =  ""Asia"" AND population  >  ( SELECT max(population) FROM country WHERE continent  =  ""Africa"" )",1.0,Resultados idênticos (ordered=False).
777,world_1,What are the Asian countries which have a population larger than that of any country in Africa?,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  ""Africa"")","SELECT name FROM country WHERE continent  =  ""Asia"" AND population  >  ( SELECT max(population) FROM country WHERE continent  =  ""Africa"" )","SELECT name FROM country WHERE continent  =  ""Asia"" AND population  >  ( SELECT max(population) FROM country WHERE continent  =  ""Africa"" )",0.0,"Resultados divergentes (ordered=False). gold=51 linhas, pred=6 linhas."
778,world_1,What are the country codes for countries that do not speak English?,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",SELECT Code FROM country WHERE LocalName NOT LIKE '%English%',SELECT Code FROM country WHERE LocalName NOT LIKE '%English%',0.0,"Resultados divergentes (ordered=False). gold=173 linhas, pred=239 linhas."
779,world_1,Return the country codes for countries that do not speak English.,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",SELECT Code FROM country WHERE LocalName NOT LIKE '%English%',SELECT Code FROM country WHERE LocalName NOT LIKE '%English%',0.0,"Resultados divergentes (ordered=False). gold=173 linhas, pred=239 linhas."
780,world_1,What are the country codes of countries where people use languages other than English?,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language != ""English""","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language != ""English""",0.0,"Resultados divergentes (ordered=False). gold=223 linhas, pred=924 linhas."
781,world_1,Give the country codes for countries in which people speak langauges that are not English.,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language != ""English""","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language != ""English""",0.0,"Resultados divergentes (ordered=False). gold=223 linhas, pred=924 linhas."
782,world_1,What are the codes of the countries that do not speak English and whose government forms are not Republic?,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""","SELECT Code FROM country WHERE GovernmentForm != ""Republic"" AND Language != ""English""","SELECT Code FROM country WHERE GovernmentForm != ""Republic"" AND Language != ""English""",0.0,Falha ao executar a consulta gerada: no such column: Language
783,world_1,Return the codes of countries that do not speak English and do not have Republics for governments.,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""","SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT Code FROM countrylanguage WHERE Language = ""English""","SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT Code FROM countrylanguage WHERE Language = ""English""",0.0,Falha ao executar a consulta gerada: no such column: Code
784,world_1,Which cities are in European countries where English is not the official language?,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),"SELECT t1.name FROM city AS t1 JOIN country AS t2 ON t1.countrycode  =  t2.code WHERE t2.continent  =  ""Europe"" AND t2.localname != ""English""","SELECT t1.name FROM city AS t1 JOIN country AS t2 ON t1.countrycode  =  t2.code WHERE t2.continent  =  ""Europe"" AND t2.localname != ""English""",0.0,"Resultados divergentes (ordered=False). gold=753 linhas, pred=841 linhas."
785,world_1,What are the names of cities in Europe for which English is not the official language?,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),"SELECT t1.name FROM city AS t1 JOIN countrylanguage AS t2 ON t1.id  =  t2.countrycode WHERE t2.language  =  ""English"" AND t2.isofficial  =  ""F"" AND t1.continent  =  ""Europe""","SELECT t1.name FROM city AS t1 JOIN countrylanguage AS t2 ON t1.id  =  t2.countrycode WHERE t2.language  =  ""English"" AND t2.isofficial  =  ""F"" AND t1.continent  =  ""Europe""",0.0,Falha ao executar a consulta gerada: no such column: t1.continent
786,world_1,Which unique cities are in Asian countries where Chinese is the official language ?,"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia""","SELECT DISTINCT t1.name FROM city AS t1 JOIN country AS t2 ON t1.countrycode  =  t2.code WHERE t2.continent  =  ""Asia"" AND t2.localname  =  ""Chinese"" AND t2.isofficial  =  ""T""","SELECT DISTINCT t1.name FROM city AS t1 JOIN country AS t2 ON t1.countrycode  =  t2.code WHERE t2.continent  =  ""Asia"" AND t2.localname  =  ""Chinese"" AND t2.isofficial  =  ""T""",0.0,Falha ao executar a consulta gerada: no such column: t2.isofficial
787,world_1,Return the different names of cities that are in Asia and for which Chinese is the official language.,"SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  ""Asia""","SELECT DISTINCT T1.Name FROM city AS T1 JOIN countrylanguage AS T2 ON T1.ID  =  T2.CountryCode WHERE T2.Language  =  ""Chinese"" AND T2.IsOfficial  =  ""T"" AND T1.Continent  =  ""Asia""","SELECT DISTINCT T1.Name FROM city AS T1 JOIN countrylanguage AS T2 ON T1.ID  =  T2.CountryCode WHERE T2.Language  =  ""Chinese"" AND T2.IsOfficial  =  ""T"" AND T1.Continent  =  ""Asia""",0.0,Falha ao executar a consulta gerada: no such column: T1.Continent
788,world_1,"What are the name, independence year, and surface area of the country with the smallest population?","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT name ,  indepyear ,  surfacearea FROM country WHERE population  =  ( SELECT MIN ( population ) FROM country )","SELECT name ,  indepyear ,  surfacearea FROM country WHERE population  =  ( SELECT MIN ( population ) FROM country )",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=7 linhas."
789,world_1,"Give the name, year of independence, and surface area of the country that has the lowest population.","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT name ,  indepyear ,  surfacearea FROM country ORDER BY population LIMIT 1","SELECT name ,  indepyear ,  surfacearea FROM country ORDER BY population LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
790,world_1,"What are the population, name and leader of the country with the largest area?","SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1","SELECT t1.population ,  t1.name ,  t2.headofstate FROM country AS t1 JOIN countrygovernment AS t2 ON t1.code  =  t2.countrycode WHERE t1.surfacearea  =  ( SELECT max(surfacearea) FROM country )","SELECT t1.population ,  t1.name ,  t2.headofstate FROM country AS t1 JOIN countrygovernment AS t2 ON t1.code  =  t2.countrycode WHERE t1.surfacearea  =  ( SELECT max(surfacearea) FROM country )",0.0,Falha ao executar a consulta gerada: no such table: countrygovernment
791,world_1,"Give the name, population, and head of state for the country that has the largest area.","SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1","SELECT t1.name ,  t1.population ,  t2.headofstate FROM country AS t1 JOIN countrygovernment AS t2 ON t1.code  =  t2.countrycode WHERE t1.surfacearea  =  ( SELECT max(surfacearea) FROM country )","SELECT t1.name ,  t1.population ,  t2.headofstate FROM country AS t1 JOIN countrygovernment AS t2 ON t1.code  =  t2.countrycode WHERE t1.surfacearea  =  ( SELECT max(surfacearea) FROM country )",0.0,Falha ao executar a consulta gerada: no such table: countrygovernment
792,world_1,Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages.,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT T1.Name ,  count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Percentage  >=  3 GROUP BY T1.Name","SELECT T1.Name ,  count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Percentage  >=  3 GROUP BY T1.Name",0.0,"Resultados divergentes (ordered=False). gold=149 linhas, pred=213 linhas."
793,world_1,"What are the names of countries that speak more than 2 languages, as well as how many languages they speak?","SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT T1.Name ,  count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Percentage  >  2 GROUP BY T1.Name","SELECT T1.Name ,  count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Percentage  >  2 GROUP BY T1.Name",0.0,"Resultados divergentes (ordered=False). gold=149 linhas, pred=213 linhas."
794,world_1,Find the number of cities in each district whose population is greater than the average population of cities?,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District ,  COUNT(*) FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District ,  COUNT(*) FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District",0.0,"Resultados divergentes (ordered=False). gold=539 linhas, pred=539 linhas."
795,world_1,How many cities in each district have a population that is above the average population across all cities?,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT district ,  count(*) FROM city WHERE population  >  (SELECT avg(population) FROM city) GROUP BY district","SELECT district ,  count(*) FROM city WHERE population  >  (SELECT avg(population) FROM city) GROUP BY district",0.0,"Resultados divergentes (ordered=False). gold=539 linhas, pred=539 linhas."
796,world_1,Find the government form name and total population for each government form whose average life expectancy is longer than 72.,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT governmentform ,  sum(population) FROM country GROUP BY governmentform HAVING avg(lifeexpectancy)  >  72","SELECT governmentform ,  sum(population) FROM country GROUP BY governmentform HAVING avg(lifeexpectancy)  >  72",0.0,"Resultados divergentes (ordered=False). gold=17 linhas, pred=17 linhas."
797,world_1,What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72?,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT governmentform ,  sum(population) FROM country WHERE LifeExpectancy  >  72 GROUP BY governmentform","SELECT governmentform ,  sum(population) FROM country WHERE LifeExpectancy  >  72 GROUP BY governmentform",0.0,"Resultados divergentes (ordered=False). gold=17 linhas, pred=22 linhas."
798,world_1,Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT avg(LifeExpectancy) ,  sum(Population) FROM country WHERE LifeExpectancy  <  72 GROUP BY Continent","SELECT avg(LifeExpectancy) ,  sum(Population) FROM country WHERE LifeExpectancy  <  72 GROUP BY Continent",0.0,"Resultados divergentes (ordered=False). gold=4 linhas, pred=6 linhas."
799,world_1,"What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT DISTINCT T1.Continent ,  sum(T1.Population) ,  avg(T1.LifeExpectancy) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Percentage  >  0.0 AND avg(T1.LifeExpectancy)  <  72 GROUP BY T1.Continent","SELECT DISTINCT T1.Continent ,  sum(T1.Population) ,  avg(T1.LifeExpectancy) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Percentage  >  0.0 AND avg(T1.LifeExpectancy)  <  72 GROUP BY T1.Continent",0.0,Falha ao executar a consulta gerada: misuse of aggregate: avg()
800,world_1,What are the names and areas of countries with the top 5 largest area?,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5","SELECT name ,  surfacearea FROM country ORDER BY surfacearea DESC LIMIT 5","SELECT name ,  surfacearea FROM country ORDER BY surfacearea DESC LIMIT 5",1.0,Resultados idênticos (ordered=True).
801,world_1,Return the names and surface areas of the 5 largest countries.,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5","SELECT name ,  surfacearea FROM country ORDER BY surfacearea DESC LIMIT 5","SELECT name ,  surfacearea FROM country ORDER BY surfacearea DESC LIMIT 5",1.0,Resultados idênticos (ordered=True).
802,world_1,What are names of countries with the top 3 largest population?,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,SELECT name FROM country ORDER BY population DESC LIMIT 3,SELECT name FROM country ORDER BY population DESC LIMIT 3,1.0,Resultados idênticos (ordered=True).
803,world_1,Return the names of the 3 most populated countries.,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,SELECT name FROM country ORDER BY population DESC LIMIT 3,SELECT name FROM country ORDER BY population DESC LIMIT 3,1.0,Resultados idênticos (ordered=True).
804,world_1,What are the names of the nations with the 3 lowest populations?,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,SELECT name FROM country ORDER BY population LIMIT 3,SELECT name FROM country ORDER BY population LIMIT 3,1.0,Resultados idênticos (ordered=True).
805,world_1,Return the names of the 3 countries with the fewest people.,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,SELECT name FROM country ORDER BY population LIMIT 3,SELECT name FROM country ORDER BY population LIMIT 3,1.0,Resultados idênticos (ordered=True).
806,world_1,how many countries are in Asia?,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",SELECT count(*) FROM country WHERE Continent  =  'Asia',SELECT count(*) FROM country WHERE Continent  =  'Asia',1.0,Resultados idênticos (ordered=False).
807,world_1,Count the number of countries in Asia.,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",SELECT count(*) FROM country WHERE Continent  =  'Asia',SELECT count(*) FROM country WHERE Continent  =  'Asia',1.0,Resultados idênticos (ordered=False).
808,world_1,What are the names of the countries that are in the continent of Europe and have a population of 80000?,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""","SELECT name FROM country WHERE continent  =  ""Europe"" AND population  >  80000","SELECT name FROM country WHERE continent  =  ""Europe"" AND population  >  80000",0.0,"Resultados divergentes (ordered=False). gold=0 linhas, pred=38 linhas."
809,world_1,Give the names of countries that are in Europe and have a population equal to 80000.,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""","SELECT name FROM country WHERE continent  =  ""Europe"" AND population  =  80000","SELECT name FROM country WHERE continent  =  ""Europe"" AND population  =  80000",1.0,Resultados idênticos (ordered=False).
810,world_1,What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ?,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT sum(population) ,  avg(surfacearea) FROM country WHERE continent  =  ""North America"" AND surfacearea  >  3000","SELECT sum(population) ,  avg(surfacearea) FROM country WHERE continent  =  ""North America"" AND surfacearea  >  3000",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
811,world_1,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT sum(population) ,  avg(surfacearea) FROM country WHERE continent  =  ""North America"" AND surfacearea  >  3000","SELECT sum(population) ,  avg(surfacearea) FROM country WHERE continent  =  ""North America"" AND surfacearea  >  3000",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
812,world_1,What are the cities whose population is between 160000 and 900000?,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000,SELECT name FROM city WHERE population BETWEEN 160000 AND 900000,SELECT name FROM city WHERE population BETWEEN 160000 AND 900000,1.0,Resultados idênticos (ordered=False).
813,world_1,Return the names of cities that have a population between 160000 and 900000 .,select name from city where population between 160000 and 900000,SELECT name FROM city WHERE population BETWEEN 160000 AND 900000,SELECT name FROM city WHERE population BETWEEN 160000 AND 900000,1.0,Resultados idênticos (ordered=False).
814,world_1,Which language is spoken by the largest number of countries?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT T1.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code GROUP BY T1.Language ORDER BY count(*) DESC LIMIT 1,SELECT T1.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code GROUP BY T1.Language ORDER BY count(*) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
815,world_1,Give the language that is spoken in the most countries.,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT T2.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code GROUP BY T1.Language ORDER BY count(*) DESC LIMIT 1,SELECT T2.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code GROUP BY T1.Language ORDER BY count(*) DESC LIMIT 1,0.0,Falha ao executar a consulta gerada: no such column: T2.Language
816,world_1,What is the language spoken by the largest percentage of people in each country?,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT T1.Language ,  T1.Percentage FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code ORDER BY T1.Percentage DESC LIMIT 1","SELECT T1.Language ,  T1.Percentage FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code ORDER BY T1.Percentage DESC LIMIT 1",0.0,"Resultados divergentes (ordered=False). gold=233 linhas, pred=1 linhas."
817,world_1,"What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT T1.Code ,  T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode ORDER BY T2.Percentage DESC LIMIT 1","SELECT T1.Code ,  T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode ORDER BY T2.Percentage DESC LIMIT 1",0.0,"Resultados divergentes (ordered=False). gold=233 linhas, pred=1 linhas."
818,world_1,What is the total number of countries where Spanish is spoken by the largest percentage of people?,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT sum(t1.Percentage) FROM country AS t2 JOIN countrylanguage AS t1 ON t2.Code  =  t1.CountryCode WHERE t1.Language  =  ""Spanish"" AND t1.IsOfficial  =  ""T""","SELECT sum(t1.Percentage) FROM country AS t2 JOIN countrylanguage AS t1 ON t2.Code  =  t1.CountryCode WHERE t1.Language  =  ""Spanish"" AND t1.IsOfficial  =  ""T""",0.0,"Resultados divergentes (ordered=False). gold=28 linhas, pred=1 linhas."
819,world_1,Count the number of countries for which Spanish is the predominantly spoken language.,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Spanish"" AND T2.Percentage  >  50","SELECT count(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Spanish"" AND T2.Percentage  >  50",0.0,"Resultados divergentes (ordered=False). gold=28 linhas, pred=1 linhas."
820,world_1,What are the codes of countries where Spanish is spoken by the largest percentage of people?,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Spanish"" AND T2.Percentage  =  ( SELECT max(Percentage) FROM countrylanguage AS T3 JOIN country AS T4 ON T3.CountryCode  =  T4.Code WHERE T3.Language  =  ""Spanish"" )","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Spanish"" AND T2.Percentage  =  ( SELECT max(Percentage) FROM countrylanguage AS T3 JOIN country AS T4 ON T3.CountryCode  =  T4.Code WHERE T3.Language  =  ""Spanish"" )",0.0,"Resultados divergentes (ordered=False). gold=28 linhas, pred=2 linhas."
821,world_1,Return the codes of countries for which Spanish is the predominantly spoken language.,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Spanish"" AND T2.Percentage  >  50","SELECT T1.Code FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Spanish"" AND T2.Percentage  >  50",0.0,"Resultados divergentes (ordered=False). gold=28 linhas, pred=20 linhas."
822,orchestra,How many conductors are there?,SELECT count(*) FROM conductor,SELECT count(*) FROM conductor,SELECT count(*) FROM conductor,1.0,Resultados idênticos (ordered=False).
823,orchestra,Count the number of conductors.,SELECT count(*) FROM conductor,SELECT count(*) FROM conductor,SELECT count(*) FROM conductor,1.0,Resultados idênticos (ordered=False).
824,orchestra,List the names of conductors in ascending order of age.,SELECT Name FROM conductor ORDER BY Age ASC,SELECT Name FROM conductor ORDER BY Age ASC,SELECT Name FROM conductor ORDER BY Age ASC,1.0,Resultados idênticos (ordered=True).
825,orchestra,"What are the names of conductors, ordered by age?",SELECT Name FROM conductor ORDER BY Age ASC,SELECT Name FROM conductor ORDER BY Age,SELECT Name FROM conductor ORDER BY Age,1.0,Resultados idênticos (ordered=True).
826,orchestra,"What are the names of conductors whose nationalities are not ""USA""?",SELECT Name FROM conductor WHERE Nationality != 'USA',"SELECT Name FROM conductor WHERE Nationality != ""USA""","SELECT Name FROM conductor WHERE Nationality != ""USA""",1.0,Resultados idênticos (ordered=False).
827,orchestra,"Return the names of conductors that do not have the nationality ""USA"".",SELECT Name FROM conductor WHERE Nationality != 'USA',"SELECT Name FROM conductor WHERE Nationality != ""USA""","SELECT Name FROM conductor WHERE Nationality != ""USA""",1.0,Resultados idênticos (ordered=False).
828,orchestra,What are the record companies of orchestras in descending order of years in which they were founded?,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,SELECT Record_Company FROM orchestra ORDER BY YEAR_of_Founded DESC,SELECT Record_Company FROM orchestra ORDER BY YEAR_of_Founded DESC,1.0,Resultados idênticos (ordered=True).
829,orchestra,"Return the record companies of orchestras, sorted descending by the years in which they were founded.",SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,SELECT Record_Company FROM orchestra ORDER BY YEAR_of_Founded DESC,SELECT Record_Company FROM orchestra ORDER BY YEAR_of_Founded DESC,1.0,Resultados idênticos (ordered=True).
830,orchestra,What is the average attendance of shows?,SELECT avg(Attendance) FROM SHOW,SELECT avg(attendance) FROM show,SELECT avg(attendance) FROM show,1.0,Resultados idênticos (ordered=False).
831,orchestra,Return the average attendance across all shows.,SELECT avg(Attendance) FROM SHOW,SELECT avg(Attendance) FROM show,SELECT avg(Attendance) FROM show,1.0,Resultados idênticos (ordered=False).
832,orchestra,"What are the maximum and minimum share of performances whose type is not ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""","SELECT max(Share) ,  min(Share) FROM performance WHERE TYPE != ""Live final""","SELECT max(Share) ,  min(Share) FROM performance WHERE TYPE != ""Live final""",1.0,Resultados idênticos (ordered=False).
833,orchestra,"Return the maximum and minimum shares for performances that do not have the type ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""","SELECT max(Share) ,  min(Share) FROM performance WHERE TYPE != ""Live final""","SELECT max(Share) ,  min(Share) FROM performance WHERE TYPE != ""Live final""",1.0,Resultados idênticos (ordered=False).
834,orchestra,How many different nationalities do conductors have?,SELECT count(DISTINCT Nationality) FROM conductor,SELECT count(DISTINCT Nationality) FROM conductor,SELECT count(DISTINCT Nationality) FROM conductor,1.0,Resultados idênticos (ordered=False).
835,orchestra,Count the number of different nationalities of conductors.,SELECT count(DISTINCT Nationality) FROM conductor,SELECT count(DISTINCT Nationality) FROM conductor,SELECT count(DISTINCT Nationality) FROM conductor,1.0,Resultados idênticos (ordered=False).
836,orchestra,List names of conductors in descending order of years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,1.0,Resultados idênticos (ordered=True).
837,orchestra,"What are the names of conductors, sorted descending by the number of years they have worked?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,1.0,Resultados idênticos (ordered=True).
838,orchestra,List the name of the conductor with the most years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T1.Conductor_ID ORDER BY sum(YEAR_of_Work) DESC LIMIT 1,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T1.Conductor_ID ORDER BY sum(YEAR_of_Work) DESC LIMIT 1,1.0,Resultados idênticos (ordered=True).
